	belief	argument	label	gold_graph	id	linked_paths	generated_graph_linked	generated_graph_gold	retrieved_graph
1973	Journalism is not in need of subsidies.	If journalism was subsidized, Newspapers could keep their level of readership up in the digital age.	counter	[['need of subsidies', 'causes', 'readership up'], ['readership up', 'part of', 'digital age'], ['newspapers', 'part of', 'journalism'], ['newspapers', 'desires', 'readership up']]	2853	[['newspapers', 'hasproperty', 'local'], ['local', 'hascontext', 'journalism']]	[['newspapers', 'hasproperty', 'biased'], ['biased', 'hascontext', 'journalism']]	[['need of subsidies', 'causesdesire', 'buy products'], ['buy products', 'motivatedbygoal', 'buy'], ['buy', 'hassubevent', 'readership up']]	[['journalism', '_hascontext', 'local'], ['local', '_hasproperty', 'newspapers']]
313	Guantanamo Bay should shut down.	Guantanamo Bay should be moved.	counter	[['guantanamo bay', 'is a', 'safely guarded prison'], ['safely guarded prison', 'desires', 'moved'], ['safely guarded prison', 'not desires', 'shut down']]	3560	[['move', '_notcapableof', 'plants'], ['plants', 'atlocation', 'water'], ['water', '_atlocation', 'bay']]	[['move', '_usedfor', 'bay']]	[['guantanamo bay', '_atlocation', 'slave'], ['slave', 'capableof', 'shut down']]	[['shut', '_notdesires', 'person'], ['person', 'isa', 'boat'], ['boat', 'atlocation', 'bay']]
106	Human cloning should not exist.	Human cloning is offensive to religion.	support	[['human cloning', 'is a', 'immoral'], ['immoral', 'created by', 'offensive to religion'], ['offensive to religion', 'receives action', 'should not exist']]	3353	[['religion', '_distinctfrom', 'science'], ['science', '_isa', 'biology'], ['biology', '_hascontext', 'cloning']]	[['religion', '_hascontext', 'cloning']]	[['human cloning', 'isa', '', '_usedfor', 'reproducing'], ['reproducing', 'causes', 'should not exist']]	[['cloning', 'hascontext', 'biology'], ['biology', '_hascontext', 'asexual'], ['asexual', 'isa', 'human']]
2354	Economic sanction enables prevent bad behaviours of countries on others	economic sanction causes a major issue for the government.	counter	[['economic sanction', 'causes', 'issue for government'], ['issue for government', 'not capable of', 'prevent bad behavior'], ['issue for government', 'has context', 'countries'], ['issue for government', 'is a', 'major']]	3234	[['government', 'distinctfrom', 'evil'], ['evil', 'hasproperty', 'bad']]	[['government', 'hasproperty', 'bad']]	[['economic sanction', 'isa', 'action'], ['action', 'hasproperty', 'minor']]	[['countries', '_atlocation', 'world'], ['world', '_desires', 'person'], ['person', 'notdesires', 'hurt_else'], ['hurt_else', '_causesdesire', 'retribution'], ['retribution', '_isa', 'sanction']]
1830	Wikipedia has other source of raising income than subsidy	subsidizing wikipedia is unnecessary as it can get finance from other source like advertising	support	[['wikipedia', 'capable of', 'receiving funds'], ['receiving funds', 'created by', 'other source'], ['advertising', 'is not a', 'subsidy'], ['other source', 'has subevent', 'advertising']]	2710	[['advertise', '_capableof', 'newspaper'], ['newspaper', '_atlocation', 'articles'], ['articles', 'hascontext', 'legal'], ['legal', '_hascontext', 'grant'], ['grant', '_similarto', 'subsidy']]	[['advertise', '_hasprerequisite', 'get money from'], ['get money from', 'hassubevent', '', '_causesdesire', 'subsidy']]	[['wikipedia', 'isa', 'website'], ['website', 'usedfor', 'advertising']]	[['income', 'hascontext', 'scotland'], ['scotland', '_hascontext', 'target'], ['target', 'similarto', 'source']]
870	Sometimes you must be economically viable to vote.	Voting is not always an accessible activity.	support	[['vote', 'not part of', 'accessible activity'], ['accessible activity', 'desires', 'economically viable'], ['economically viable', 'used for', 'voting']]	1750	[['accessible', 'hascontext', 'art'], ['art', 'isa', 'person'], ['person', '_isa', 'citizen'], ['citizen', 'capableof', 'vote']]	[['accessible', 'hascontext', '', '_isa', 'vote']]	[['vote', '_isa', 'voting']]	[['economically', 'hascontext', 'theology'], ['theology', '_hascontext', 'election'], ['election', '_causes', 'voting']]
2041	Capital punishment acts as a deterrent to serious crime.	Capital punishment will cause many potential criminals to reconsider committing crimes, due to fear of execution.	support	[['capital punishment', 'synonym of', 'execution'], ['execution', 'has context', 'serious crime'], ['potential criminals', 'not desires', 'execution'], ['execution', 'is a', 'deterrent'], ['deterrent', 'has property', 'fear']]	2921	[['execution', '_causes', 'convicting_suspect_for_crime'], ['convicting_suspect_for_crime', 'causes', 'punishment']]	[['execution', '_causes', 'killing people'], ['killing people', 'usedfor', 'punishment']]	[['capital punishment', '_isa', '', '_causes', 'killing people'], ['killing people', 'hasprerequisite', 'fear']]	[['punishment', '_causes', 'obstructing_justice'], ['obstructing_justice', 'causes', 'fear']]
1518	Targeted killing is necessary in order to get rid of terrorists.	nobody should be able to kill	counter	[['targeted killing', 'is a', 'murder'], ['murder', 'synonym of', 'kill'], ['murder', 'is not a', 'necessary'], ['murder', 'not capable of', 'rid of terrorists'], ['nobody', 'desires', 'kill']]	2398	[['kill', '_usedfor', 'violence'], ['violence', '_desires', 'terrorist']]	[['kill', '_capableof', 'terrorist']]	[['targeted killing', 'isa', 'killing'], ['killing', 'causes', '', '_hassubevent', 'kill']]	[['killing', '_usedfor', 'grenade'], ['grenade', 'capableof', 'kill']]
2043	If it's okay to kill cattle for meat, then a whale is an animal, and killing them should be allowed.	Whales are more endangered than cattle.	counter	"[['animal', 'has subevent', 'whales'], ['animal', 'has subevent', 'cattle'], ['cattle', 'receives action', 'killed for eating'], ['whales', 'has property', 'endangered'], ['cattle', 'not has property', 'endangered'], ['endangered', 'has property', ""shouldn't be killed""]]"	2923	[['whales', 'capableof', 'swim'], ['swim', 'motivatedbygoal', 'fun'], ['fun', '_usedfor', 'killing']]	[['whales', 'isa', '', '_hascontext', 'killing']]	"[['animal', '_isa', 'cow'], ['cow', 'capableof', 'stay alive'], ['stay alive', 'motivatedbygoal', ""shouldn't be killed""]]"	[['cattle', 'isa', 'animals'], ['animals', 'hasa', 'bones'], ['bones', '_hasa', 'whales']]
1335	Wikipedia is a helpful tool for research	Wikipedia can be edited by anyone, Information wikipedia cannot be trusted	counter	[['wikipedia', 'capable of', 'accessed by anyone'], ['accessed by anyone', 'causes', 'edited by anyone'], ['edited by anyone', 'causes', 'information wikipedia'], ['information wikipedia', 'receives action', 'cannot be trusted'], ['cannot be trusted', 'has subevent', 'especially for research'], ['especially for research', 'not capable of', 'helpful tool']]	2215	[['information', '_motivatedbygoal', 'go_on_internet'], ['go_on_internet', '_causesdesire', 'wikipedia']]	[['information', '_isa', 'wikipedia']]	[['wikipedia', 'isa', 'helpful tool']]	[['wikipedia', 'causesdesire', 'go_on_internet'], ['go_on_internet', 'motivatedbygoal', 'information']]
71	A gateway drug is the start to more dangerous substances	gateway drugs come before more serious ones.	support	[['gateway drug', 'synonym of', 'drugs'], ['drugs', 'capable of', 'more dangerous substances'], ['more dangerous substances', 'capable of', 'more serious'], ['more dangerous substances', 'causes', 'addiction']]	951	[['drugs', 'isa', 'substances']]	[['drugs', 'hasa', 'substances']]	[['gateway drug', 'isa', 'drug'], ['drug', 'usedfor', 'addiction']]	[['drug', 'isa', 'artifact'], ['artifact', '_isa', 'man_made_structure'], ['man_made_structure', '_isa', 'gateway']]
2278	School uniforms are not a good option for students.	Uniforms are worn in a variety of situations, not just for school students.	counter	[['uniforms', 'used for', 'variety of situations'], ['school', 'part of', 'variety of situations'], ['uniforms', 'used for', 'worn']]	3158	[['school_student', '_capableof', 'teacher'], ['teacher', 'isa', 'person'], ['person', 'hasa', 'head'], ['head', '_atlocation', 'hat'], ['hat', 'usedfor', 'uniforms']]	[['school student', '_capableof', '', '_usedfor', 'uniforms']]	[['uniforms', '_usedfor', '', '_atlocation', 'locker'], ['locker', 'receivesaction', 'worn']]	[['uniforms', '_usedfor', 'hat'], ['hat', 'atlocation', 'closet'], ['closet', 'atlocation', 'school']]
399	Factory farms produce low cost food.	People who don't have much money can afford to buy food from commercial production growing facilities.	support	[['people', 'desires', 'low cost food'], ['commercial production', 'capable of', 'low cost food'], ['factory farms', 'synonym of', 'commercial production']]	1279	[['growing', 'partof', 'living'], ['living', 'hasprerequisite', 'food']]	[['growing', '_usedfor', 'vegetable'], ['vegetable', 'isa', 'food']]	[['people', 'atlocation', 'show'], ['show', 'usedfor', 'commercial production']]	[['farms', 'atlocation', 'country'], ['country', '_atlocation', 'corn'], ['corn', 'isa', 'food']]
1458	If the Marijuana smoke didn't reach the lungs then I should be legal..	Smoking Marijuana can't be damaging if the smoke doesn't reach the lungs, and this should change the laws towards it.	support	"[['smoking marijuana', 'has context', 'not reach lungs'], ['not reach lungs', 'desires', 'should be legal'], ['not reach lungs', 'has context', ""can't be damaging""], ['marijuana smoke', 'has property', ""can't be damaging""], ['smoking marijuana', 'causes', 'marijuana smoke']]"	2338	[['smoking_marijuana', 'usedfor', 'pleasure'], ['pleasure', '_causes', 'smoking'], ['smoking', 'hasprerequisite', 'lungs']]	[['smoking marijuana', 'causes', '', '_isa', 'lung cancer'], ['lung cancer', 'hasa', 'lungs']]	[['smoking marijuana', '_usedfor', 'marijuana smoke']]	[['lungs', '_hasprerequisite', 'smoking'], ['smoking', 'causes', 'pleasure'], ['pleasure', '_usedfor', 'marijuana']]
502	Thought crimes should be allowed.	Thought crimes are crimes.	counter	[['crimes', 'has context', 'hidden biases'], ['hidden biases', 'part of', 'thought crimes'], ['thought crimes', 'causes', 'negative intentions'], ['negative intentions', 'causes', 'negative action'], ['negative action', 'not desires', 'should be allowed']]	1382	[]	[]	[['crimes', '_notdesires', 'person'], ['person', 'desires', 'should be allowed']]	-1
1813	Celibacy should be respected as an expression of belief.	Celibacy is an outdated practice and represent unhealthy traditional roles.	counter	[['celibacy', 'used for', 'unhealthy traditional roles'], ['unhealthy traditional roles', 'has context', 'outdated practice'], ['belief', 'capable of', 'outdated practice']]	2693	[['unhealthy', '_hasproperty', 'constipation'], ['constipation', '_notdesires', 'person'], ['person', 'desires', 'belief']]	[['unhealthy', '_hasproperty', 'smoking'], ['smoking', 'hasprerequisite', 'belief']]	[['celibacy', 'hascontext', 'nursing'], ['nursing', 'isa', 'outdated practice']]	[['respected', 'hasprerequisite', 'honest'], ['honest', 'distinctfrom', 'liar'], ['liar', 'isa', 'person'], ['person', 'notdesires', 'constipation'], ['constipation', 'hasproperty', 'unhealthy']]
293	People shouldn't get plastic surgery due to the after effects.	Plastic surgery can boost self esteem.	counter	"[['plastic surgery', 'capable of', 'boost self esteem'], ['boost self esteem', 'has property', 'benefital'], ['benefital', 'not has context', ""shouldn't get""], ['people', 'receives action', 'boost self esteem']]"	3540	[['self_esteem', '_usedfor', 'looking_better'], ['looking_better', '_causes', 'plastic_surgery']]	[['self esteem', '_usedfor', 'improving image'], ['improving image', 'hassubevent', 'plastic surgery']]	[['plastic surgery', 'isa', '', '_hascontext', 'self esteem boost']]	[['plastic', 'hascontext', 'medicine'], ['medicine', '_hascontext', 'surgery']]
1478	cannabis should be legalized.	legalization of cannabis ban criminals and gangsters from controlling it.	support	[['cannabis', 'desires', 'legalization'], ['legalization', 'synonym of', 'legalized'], ['criminals', 'desires', 'control cannabis'], ['legalization', 'not used for', 'criminals']]	2358	[['criminals', 'isa', 'human'], ['human', 'hasproperty', 'good'], ['good', '_hasproperty', 'cannabis']]	[['criminals', '_isa', 'people'], ['people', 'hasa', 'cannabis']]	[['cannabis', '_hasprerequisite', 'going into coma'], ['going into coma', 'usedfor', 'criminals']]	[['cannabis', 'hasproperty', 'good'], ['good', '_hasproperty', 'human'], ['human', '_isa', 'criminals']]
161	olympic games show off achievement	the olympics showcases the best of the best.	support	[['olympic games', 'is a', 'worldwide game'], ['worldwide game', 'capable of', 'showcases the best'], ['showcases the best', 'part of', 'show off achievement'], ['show off achievement', 'created by', 'the olympics']]	1041	[['showcase', 'isa', 'displaying'], ['displaying', 'isa', 'purposeful_action'], ['purposeful_action', '_isa', 'scheduled_action'], ['scheduled_action', '_isa', 'olympic_games']]	[['showcase', 'hascontext', 'olympic games']]	[['olympic games', '_usedfor', '', '_hascontext', 'olympics']]	[['show', '_atlocation', 'person'], ['person', '_isa', 'athlete'], ['athlete', 'atlocation', 'olympics']]
2013	We should not ban surrogate mothers.	There are thousands of children in the foster system; surrogate mothers prevent people taking this option.	counter	[['surrogate mothers', 'has subevent', 'prevent adoption'], ['prevent adoption', 'causes', 'foster system'], ['children', 'part of', 'foster system'], ['foster system', 'desires', 'end surrogacy'], ['end surrogacy', 'receives action', 'ban']]	2893	[['prevent', '_usedfor', 'patio_door'], ['patio_door', 'usedfor', 'leave_house'], ['leave_house', '_capableof', 'person'], ['person', '_isa', 'dad'], ['dad', '_distinctfrom', 'mother']]	[['prevent', '_distinctfrom', '', '_motivatedbygoal', '', '_causesdesire', 'mother']]	[['surrogate mothers', '_notdesires', '', '_isa', 'ban']]	[['ban', 'isa', 'action'], ['action', '_hasprerequisite', 'making_better_world'], ['making_better_world', 'usedfor', 'children']]
