	belief	argument	label	gold_graph	generated_graph	retrieved_graph
68	cosmetic surgery should be banned.	Cosmetic surgery is not worth the risk.	support	[['cosmetic surgery', 'is a', 'risky'], ['risky', 'used for', 'human body'], ['human body', 'has property', 'precious'], ['precious', 'desires', 'banned'], ['banned', 'used for', 'risk']]	[['cosmetic surgery', '_isa', 'plastic surgery'], ['plastic surgery', 'hasproperty', '', '_distinctfrom', 'risk']]	[['surgery', 'isa', 'artifact'], ['artifact', '_partof', 'plant'], ['plant', '_isa', 'henna'], ['henna', 'isa', 'cosmetic']]
2099	It's fine for a parent to stay home, but nobody else has to ensure that a parent can stay home.	Society as a whole should help make sure kids can have a parent stay home with them.	counter	[['kids', 'desires', 'parent stay home'], ['parent stay home', 'made of', 'parent can stay'], ['society', 'desires', 'parent stay home'], ['society', 'capable of', 'ensure']]	[['kids', 'capableof', '', '_usedfor', '', '_isa', 'ensure']]	[['parent', 'capableof', 'homeschool'], ['homeschool', 'atlocation', 'home']]
845	Private army firms ought not to be prohibited because they deliver our states with guns.	Private companies that distribute arms to our nations really shouldn't be forbidden.	support	[['private army firms', 'capable of', 'supply'], ['supply', 'used for', 'arms'], ['arms', 'made of', 'guns'], ['supply', 'not receives action', 'forbidden']]	[['private army firms', 'hasproperty', '', '_distinctfrom', 'free'], ['free', 'hasproperty', 'forbidden']]	[['prohibited', '_receivesaction', 'drugs'], ['drugs', 'atlocation', 'school'], ['school', '_atlocation', 'guns'], ['guns', '_isa', 'arms']]
1527	Targeted killing kills innocents and should be banned.	When a government chooses to kill a specific person there is no meaningful oversight.	support	[['targeted killing', 'capable of', 'collateral damage'], ['collateral damage', 'has context', 'kills innocents'], ['collateral damage', 'desires', 'banned'], ['targeted killing', 'has context', 'government'], ['government', 'not capable of', 'meaningful oversight']]	[['targeted killing', 'isa', 'killing'], ['killing', 'hasprerequisite', 'meaningful oversight']]	[['killing', 'usedfor', 'justice'], ['justice', '_desires', 'person'], ['person', 'notdesires', 'meaningless'], ['meaningless', 'distinctfrom', 'meaningful']]
1035	Even with free speech there are limits, and if you are triggering violence, you shouldn't get a platform.	Hate speech has no place, and shouldn't have a public forum.	support	[['hate speech', 'is not a', 'free speech'], ['hate speech', 'capable of', 'triggering violence'], ['triggering violence', 'not desires', 'public forum']]	[['hate speech', '_capableof', 'racists'], ['racists', 'atlocation', 'public forum']]	[['free', '_notdesires', 'person'], ['person', 'isa', 'war'], ['war', '_causes', 'hate']]
1463	algorithmic trading is bad because it is a form of gaming.	online trading is rife with convolutions and this isn't good for trading when you don't easily track things.	support	[['algorithmic trading', 'synonym of', 'online trading'], ['online trading', 'not capable of', 'track things'], ['online trading', 'is a', 'form of gaming'], ['online trading', 'capable of', 'bad']]	[['algorithmic trading', 'hascontext', 'finance'], ['finance', 'hasproperty', 'bad']]	[['trading', '_usedfor', 'getting_onto_web'], ['getting_onto_web', 'usedfor', 'fun'], ['fun', 'hasproperty', 'good']]
2279	the three-strike law should be kept	taking away the three strikes law put citizen in danger	support	[['the three-strike law', 'not desires', 'taking away'], ['taking away', 'capable of', 'citizen in danger'], ['the three-strike law', 'capable of', 'protect citizens'], ['protect citizens', 'desires', 'be kept'], ['the three-strike law', 'is a', 'legislation'], ['legislation', 'synonym of', 'law']]	[['the three-strike law', 'hascontext', 'law']]	[['law', '_hascontext', 'strike_out'], ['strike_out', '_hassubevent', 'playing_baseball'], ['playing_baseball', 'causes', 'strikes']]
2139	Cosmetic surgery is risky for minor that is why it should be banned.	Minors gets cosmetic surgery illegally, they can also be left alone to make their decisions	counter	[['minor', 'capable of', 'surgery illegally'], ['surgery illegally', 'has context', 'decision'], ['cosmetic surgery', 'receives action', 'surgery illegally']]	[['minor', '_distinctfrom', 'major'], ['major', 'hascontext', 'surgery illegal']]	[['minor', '_distinctfrom', 'critical'], ['critical', 'hascontext', 'medicine'], ['medicine', '_hascontext', 'surgery']]
812	three strikes law is not fair	Three strikes law does not give people a chance.	support	[['three strikes law', 'not capable of', 'chance'], ['chance', 'part of', 'fair'], ['fair', 'used for', 'people']]	[['three strikes law', 'hascontext', '', '_hasproperty', 'people']]	[['law', '_hascontext', 'strike_out'], ['strike_out', '_hassubevent', 'playing_baseball'], ['playing_baseball', 'causes', 'strikes']]
327	Libertarianism gives people more freedom, because there is less government influence.	Libertarians want self sufficiency	support	[['libertarians', 'desires', 'self sufficiency'], ['self sufficiency', 'capable of', 'less government influence'], ['self sufficiency', 'capable of', 'more freedom']]	[['libertarians', '_usedfor', 'changing society'], ['changing society', 'causes', 'more freedom']]	-1
2187	Forcing people to vote will allow  many people come out to vote on election day	People have rights and can decide what they want, they should not be forced to vote.	counter	[['people', 'has property', 'rights'], ['rights', 'used for', 'can decide'], ['can decide', 'not used for', 'forced to vote'], ['election day', 'not desires', 'forced to vote'], ['rights', 'not used for', 'forcing people']]	[['people', 'capableof', 'force people']]	[['vote', '_capableof', 'citizen'], ['citizen', 'isa', 'person'], ['person', 'notdesires', 'forced']]
31	Cannabis is good.	Cannabis shows promise as treatment though it must be studied heavily.	support	[['cannabis', 'capable of', 'health benefits'], ['health benefits', 'part of', 'treatments'], ['treatments', 'has context', 'good'], ['health benefits', 'receives action', 'studied heavily']]	[['cannabis', 'hasproperty', 'studied heavily']]	[['cannabis', 'hasproperty', 'good'], ['good', '_hasproperty', 'people'], ['people', 'capableof', 'promise']]
1083	Foster care provides needy children a stable home.	Children in the foster system are there because their natural parents can't take care of them.	support	[['foster care', 'made of', 'foster system'], ['foster system', 'capable of', 'provides needy children'], ['provides needy children', 'not created by', 'their natural parents']]	[['foster care', '_usedfor', 'uncle'], ['uncle', 'hascontext', '', '_isa', 'their natural parents']]	[['care', '_desires', 'person'], ['person', 'desires', 'parents']]
1695	They will be isolated if someone does not feel as intelligent as their peers.	There is no need to isolate them if they do not feel as intelligent as their peers.	counter	[['someone', 'not has property', 'intelligent as peers'], ['someone', 'has property', 'other traits'], ['other traits', 'capable of', 'connect with people'], ['connect with people', 'not part of', 'isolated'], ['isolated', 'synonym of', 'isolate'], ['intelligent as peers', 'has context', 'feel']]	[['someone', 'capableof', 'feel']]	[['isolated', '_notdesires', 'person'], ['person', 'desires', 'intelligent']]
1063	There are still people who practice the act of abstaining from sexual relation and marriage	celibacy should not be put aside as it is an act which people put as important aspect of their life	support	[['celibacy', 'is a', 'practice'], ['practice', 'used for', 'people'], ['people', 'not desires', 'sexual relation'], ['sexual relation', 'not part of', 'important aspect']]	[['celibacy', 'isa', 'important aspect']]	[['abstaining', 'isa', 'forbearing'], ['forbearing', '_isa', 'fasting'], ['fasting', 'causes', 'death'], ['death', 'partof', 'life']]
1879	Flag burning is protected free speech.	Flag burning disrespects individuals who have served in the military.	counter	[['flag burning', 'capable of', 'disrespects'], ['disrespects', 'not part of', 'protected'], ['disrespects', 'not part of', 'free speech']]	[['flag burning', 'isa', '', '_hassubevent', 'obstructing justice'], ['obstructing justice', 'hasprerequisite', 'free speech']]	[['flag', 'isa', 'bounded_surface'], ['bounded_surface', '_isa', 'pillow_case'], ['pillow_case', 'usedfor', 'burning']]
1170	A judge's opinion should not take precedent over laws.	A judge is bound by law, and is not meant to simply rule based on his gut intuition.	support	"[[""judge's"", 'not capable of', 'decision'], ['decision', 'created by', 'gut intuition'], ['gut intuition', 'not part of', 'laws'], ['laws', 'not created by', 'judge']]"	"[[""judge's"", '_hasprerequisite', 'judge']]"	[['precedent', 'hascontext', 'legal'], ['legal', '_hascontext', 'lawsuit'], ['lawsuit', 'capableof', 'right_wrong'], ['right_wrong', '_capableof', 'judge']]
1028	Safe space provides protection for individuals	Safe space is a great idea of place for everyone	support	[['safe space', 'used for', 'people'], ['people', 'desires', 'protection'], ['protection', 'is a', 'great idea'], ['people', 'made of', 'individuals']]	[['safe space', '_desires', 'person'], ['person', 'notdesires', '', '_receivesaction', 'individuals']]	[['space', '_desires', 'person'], ['person', 'desires', 'safe']]
1996	Homeopathy can be dangerous because it is unregulated.	"Many homeopathic remedies are marketed as ""dietary supplements"" which are not subject to FDA regulation."	support	[['homeopathic remedies', 'has context', 'unregulated'], ['unregulated', 'capable of', 'negative effects'], ['negative effects', 'has context', 'dangerous'], ['unregulated', 'not part of', 'fda']]	[['homeopathic remedies', '_isa', 'fda']]	[['homeopathy', '_hascontext', 'attenuation'], ['attenuation', 'hascontext', 'biology'], ['biology', '_isa', 'plant'], ['plant', 'hascontext', 'us'], ['us', '_hascontext', 'fda']]
361	People can believe or not believe in god.	Religion should have no place in politics	support	[['religion', 'not part of', 'politics'], ['believe in god', 'part of', 'religion'], ['people', 'capable of', 'atheism'], ['atheism', 'not part of', 'religion']]	[['religion', '_isa', 'religion']]	[['people', 'atlocation', 'war'], ['war', '_causes', 'religion']]
1800	Over 50 percent of students can't afford to pay for college because it's so expensive.	If students worked hard enough, they could find ways to pay for college.	counter	[['students', 'capable of', 'worked hard'], ['worked hard', 'causes', 'afford'], ['afford', 'has context', 'has money'], ['has money', 'used for', 'pay for college']]	[['students', 'capableof', 'pay for college']]	[['college', 'hasproperty', 'expensive'], ['expensive', '_distinctfrom', 'free'], ['free', 'distinctfrom', 'pay']]
1949	Multiparty systems are only a representation of minority citizens.	A multi party system involves many political ideas.	counter	[['multiparty systems', 'capable of', 'include everyone'], ['include everyone', 'has context', 'only a representation'], ['multi party system', 'created by', 'many political ideas'], ['many political ideas', 'not capable of', 'only a representation'], ['multiparty systems', 'synonym of', 'multi party system']]	[['multiparty systems', '_isa', 'multi party system']]	[['minority', 'hascontext', 'politics'], ['politics', 'isa', 'group'], ['group', '_isa', 'system']]
1468	Algorithmic trading benefits the rich as they can afford to buy better technology that takes advantage of high speed technology at the expense of the poorer traders.	Decent technology is relatively cheap, so everyone can afford to do relatively well with algorithmic trading.	counter	[['decent technology', 'has context', 'relatively cheap'], ['algorithmic trading', 'part of', 'decent technology'], ['relatively cheap', 'capable of', 'everyone can afford'], ['high speed technology', 'part of', 'decent technology']]	[['decent technology', '_isa', '', '_causesdesire', 'better technology']]	[['trading', '_hascontext', 'job'], ['job', 'hascontext', 'computing'], ['computing', '_hascontext', 'algorithmic']]
